date,campaign,ad_id,spend
2019-02-11,13075505,35050863,1.030
2019-02-11,13075505,35050864,0.400
2019-02-11,13075505,35050865,3.540
2019-02-11,13075505,35050866,0.510
2019-02-11,13075505,35050867,33.350
2019-02-11,13075505,35050868,0.870
2019-02-11,13075567,35050990,0.370
2019-02-11,13075567,35050991,0.750
2019-02-11,13075567,35050992,0.240
2019-02-11,13075567,35050993,0.600
2019-02-11,13075567,35050994,0.500
2019-02-11,13075567,35050995,3.620
2019-02-11,13075567,35050996,0.600
2019-02-11,13114036,35101915,25.710
2019-02-11,13114036,35101916,14.190
2019-02-11,13114036,35101917,13.230
2019-02-11,13114071,35101956,7.330
2019-02-11,13114071,35101957,6.240
2019-02-11,13114071,35101958,6.960
2019-02-11,13149038,35149952,0.000
2019-02-11,13149038,35149953,0.000
2019-02-11,13149038,35149954,0.000
2019-02-11,13149038,35149955,0.000
2019-02-11,13149038,35149956,0.000
2019-02-11,13149038,35149957,0.000
2019-02-11,13149038,35149958,0.000
2019-02-11,13149038,35149959,0.000
2019-02-11,13149306,35150533,90.000
2019-02-11,13149306,35150534,0.000
2019-02-11,13149306,35150535,0.000
2019-02-11,13149306,35150536,0.000
2019-02-11,13963169,36281761,0.680
2019-02-11,13963169,36281762,0.860
2019-02-11,13963169,36281763,21.090
2019-02-11,13963169,36281764,10.750
2019-02-11,13963169,36281765,0.180
2019-02-11,13963174,36281779,1.160
2019-02-11,13963174,36281780,0.880
2019-02-11,13963188,36281804,0.000
2019-02-11,13963188,36281805,0.000
2019-02-11,13963188,36281806,0.000
2019-02-11,13963188,36281807,0.000
2019-02-11,13963188,36281808,0.000
2019-02-11,13963196,36281818,5.940
2019-02-11,13963196,36281819,4.100
2019-02-11,13963196,36281820,46.500
2019-02-11,13963196,36281821,149.640
2019-02-11,13963196,36281822,1.330
2019-02-11,13963200,36281826,5.210
2019-02-11,13963200,36281827,4.950
2019-02-11,13963207,36281834,0.000
2019-02-11,13963207,36281835,0.000
2019-02-11,13963207,36281836,0.000
2019-02-11,13963207,36281837,148.100
2019-02-11,13963207,36281838,0.000
2019-02-11,13964650,36385413,4.770
2019-02-11,13964650,36385414,7.150
2019-02-11,13964650,36385438,266.240
2019-02-11,13964650,36385442,14.840
2019-02-11,13964664,36385500,1.490
2019-02-11,13964664,36385510,1.260
2019-02-11,13964664,36385512,0.460
2019-02-11,13964664,36385522,1.140
2019-02-11,13964664,36385526,1.670
2019-02-11,13964664,36385528,0.980
2019-02-11,13964774,36385318,187.160
2019-02-11,13964774,36385330,212.020
2019-02-11,13964774,36385367,16.870
2019-02-11,13964791,36385484,17.990
2019-02-11,13964827,36284303,1.870
2019-02-11,13964827,36284304,2.020
2019-02-11,13964827,36284305,63.300
2019-02-11,13964902,36284399,0.000
2019-02-11,13964902,36284400,0.000
2019-02-11,13964902,36284401,0.000
2019-02-11,13964902,36284402,0.000
2019-02-11,13964902,36284403,0.000
2019-02-11,13964902,36284404,0.000
2019-02-11,13964902,36284405,0.000
2019-02-11,13964925,36284428,0.000
2019-02-11,13964925,36284429,0.000
2019-02-11,13964925,36284430,89.700
2019-02-11,13964925,36284431,0.000
2019-02-11,13964925,36284432,0.000
2019-02-11,13964925,36284433,0.000
2019-02-11,13964944,36284452,95.600
2019-02-11,13964944,36284453,0.000
2019-02-11,13964970,36284479,0.000
2019-02-11,13964970,36284480,0.000
2019-02-11,13964970,36284481,77.400
2019-02-11,13964970,36284482,0.000
2019-02-11,13964970,36284483,0.000
2019-02-11,13964970,36284484,0.000
2019-02-11,13964970,36284485,0.000
2019-02-11,13964970,36284486,0.000
2019-02-11,13965008,36284528,15.160
2019-02-11,13965008,36284529,0.400
2019-02-11,13965008,36284530,0.610
2019-02-11,13965027,36284553,29.570
2019-02-11,13965027,36284554,4.240
2019-02-11,13965027,36284555,8.680
2019-02-11,13965213,36384628,37.780
2019-02-11,13965213,36384639,27.650
2019-02-11,13965213,36384653,165.920
2019-02-11,13965213,36384669,41.060
2019-02-11,13965220,36384774,4.800
2019-02-11,13965220,36384777,3.260
2019-02-11,13965220,36384783,4.170
2019-02-11,13965220,36384793,4.830
2019-02-11,13965220,36384802,2.660
2019-02-11,13965220,36384826,1.880
2019-02-11,13965248,36384575,306.850
2019-02-11,13965248,36384578,185.400
2019-02-11,13965248,36384605,32.220
2019-02-11,13965266,36384716,100.190
2019-02-11,13965291,36284903,6.380
2019-02-11,13965291,36284904,5.620
2019-02-11,13965291,36284905,279.590
2019-02-11,13965335,36284996,33.620
2019-02-11,13965373,36285051,0.000
2019-02-11,13965373,36285052,0.000
2019-02-11,13965373,36285053,0.000
2019-02-11,13965373,36285054,0.000
2019-02-11,13965373,36285055,0.000
2019-02-11,13965373,36285056,0.000
2019-02-11,13965373,36285057,0.000
2019-02-11,13965391,36285074,0.000
2019-02-11,13965391,36285075,0.000
2019-02-11,13965391,36285076,0.000
2019-02-11,13965391,36285077,0.000
2019-02-11,13965391,36285078,0.000
2019-02-11,13965391,36285079,0.000
2019-02-11,13965391,36285080,0.000
2019-02-11,13965391,36285081,0.000
2019-02-11,13965400,36285098,0.000
2019-02-11,13965400,36285099,0.000
2019-02-11,13965408,36285112,0.000
2019-02-11,13965408,36285113,0.000
2019-02-11,13965408,36285114,0.000
2019-02-11,13965408,36285115,0.000
2019-02-11,13965408,36285116,0.000
2019-02-11,13965408,36285117,0.000
2019-02-11,13965408,36285118,0.000
2019-02-11,13965408,36285119,0.000
2019-02-11,13965505,36285297,117.390
2019-02-11,13965505,36285298,141.080
2019-02-11,13965569,36285464,8.510
2019-02-11,13965569,36285465,9.510
2019-02-11,13965569,36285466,8.170
2019-02-11,13965569,36285467,10.080
2019-02-11,13965569,36285468,10.160
2019-02-11,13965677,36285647,0.000
2019-02-11,13965677,36285648,0.000
2019-02-11,13965677,36285649,0.000
2019-02-11,13965677,36285650,0.000
2019-02-11,13965677,36285651,0.000
2019-02-11,13965677,36285652,0.000
2019-02-11,13965984,36286193,7.400
2019-02-11,13965984,36286194,7.670
2019-02-11,13965984,36286195,4.880
2019-02-11,13965984,36286196,6.210
2019-02-11,14007809,36366827,5.240
2019-02-11,14007809,36366828,5.920
2019-02-11,14007809,36366829,4.360
2019-02-11,14007832,36366881,13.980
2019-02-11,14008014,36367086,4.260
2019-02-11,14008014,36367087,3.280
2019-02-11,14008014,36367088,5.450
2019-02-11,14008014,36367089,2.640
2019-02-11,14008155,36367253,1.060
2019-02-11,14008155,36367254,1.090
2019-02-11,14008155,36367255,0.310
2019-02-11,14008188,36367288,1.600
2019-02-11,14008259,36367404,0.750
2019-02-11,14008259,36367405,0.920
2019-02-11,14008259,36367406,0.300
2019-02-11,14008259,36367407,0.870
2019-02-11,14008456,36367710,83.480
2019-02-11,14008456,36367711,36.340
2019-02-11,14008456,36367712,7.640
2019-02-11,14008599,36367886,9.990
2019-02-11,14008599,36367887,8.480
2019-02-11,14008599,36367888,59.230
2019-02-11,14008678,36367977,3.590
2019-02-11,14008678,36367978,3.240
2019-02-11,14008678,36367979,3.430
2019-02-11,14008678,36367980,2.160
2019-02-11,14008678,36367981,2.420
2019-02-11,14008678,36367982,4.050
2019-02-11,14008843,36368169,4.970
2019-02-11,14008843,36368170,3.420
2019-02-11,14008843,36368171,2.530
2019-02-11,14008906,36368265,2.880
2019-02-11,14008906,36368266,1.870
2019-02-11,14008906,36368267,1.030
2019-02-11,14008959,36368355,0.520
2019-02-11,14008959,36368356,1.150
2019-02-11,14008959,36368357,1.530
2019-02-11,14008959,36368358,1.470
2019-02-11,14008959,36368359,0.600
2019-02-11,14008959,36368360,1.560
2019-02-11,14034781,36405797,935.920
2019-02-11,14034781,36405798,46.720
2019-02-11,14034781,36405799,6.510
2019-02-11,14034781,36405800,13.080
2019-02-11,14034781,36405801,12.880
2019-02-11,14034781,36405802,5.610
2019-02-11,14034821,36405875,1401.290
2019-02-11,14034821,36405876,76.570
2019-02-11,14034821,36405877,2.230
2019-02-11,14034821,36405878,6.330
2019-02-11,14034821,36405879,4.880
2019-02-11,14034821,36405880,0.210
2019-02-11,14292166,36819955,26.540
2019-02-11,14292166,36819956,7.870
2019-02-11,14292166,36819957,36.210
2019-02-11,14292166,36819958,10.970
2019-02-11,14292384,36820349,26.510
2019-02-11,14292384,36820350,13.360
2019-02-11,14292560,36820658,1765.420
2019-02-11,14292560,36820659,29.340
2019-02-11,14292560,36820660,4.970
2019-02-11,14292560,36820661,4.110
2019-02-11,14292647,36820790,20.380
2019-02-11,14292647,36820791,35.050
2019-02-11,14292931,36821383,1214.560
2019-02-11,14292931,36821384,4.410
2019-02-11,14292931,36821385,0.620
2019-02-11,14292931,36821386,0.330
2019-02-11,14292948,36821406,2.200
2019-02-11,14292948,36821407,1.270
2019-02-11,14293207,36821752,22.210
2019-02-11,14293207,36821753,10.320
2019-02-11,14293207,36821754,39.420
2019-02-11,14293207,36821755,13.260
2019-02-11,14293210,36821758,27.470
2019-02-11,14293210,36821759,14.760
2019-02-11,14293213,36821762,1.630
2019-02-11,14293213,36821763,1.140
2019-02-11,14293213,36821764,1.930
2019-02-11,14293213,36821765,2.020
2019-02-11,14293232,36821793,3706.400
2019-02-11,14293232,36821794,45.400
2019-02-11,14293232,36821795,10.460
2019-02-11,14293232,36821796,7.210
2019-02-11,14293235,36821815,17.720
2019-02-11,14293235,36821816,36.740
2019-02-11,14293237,36821818,2974.520
2019-02-11,14293237,36821819,6.990
2019-02-11,14293237,36821820,1.960
2019-02-11,14293237,36821821,0.690
2019-02-11,14293239,36821824,1.560
2019-02-11,14293239,36821825,0.950
2019-02-11,14378168,36982331,5.100
2019-02-11,14378168,36982332,68.960
2019-02-11,14378168,36982333,4.180
2019-02-11,14378168,36982334,25.750
2019-02-11,14378182,36982415,21.600
2019-02-11,14378182,36982416,11.580
2019-02-11,14378200,36982517,16.890
2019-02-11,14378200,36982518,7.970
2019-02-11,14378200,36982519,15.710
2019-02-11,14378220,36982564,2.490
2019-02-11,14378220,36982565,9.600
2019-02-11,14378220,36982566,5.740
2019-02-11,14378220,36982567,5.480
2019-02-11,14378228,36982580,6.920
2019-02-11,14378228,36982581,11.870
2019-02-11,14378267,36982634,9.560
2019-02-11,14378267,36982635,5.940
2019-02-11,14378267,36982636,5.080
2019-02-11,14378436,36982852,4.400
2019-02-11,14378436,36982853,10.820
2019-02-11,14378436,36982854,8.690
2019-02-11,14378436,36982855,23.350
2019-02-11,14378436,36982889,6.680
2019-02-11,14378436,36982903,10.230
2019-02-11,14378459,36982917,10.310
2019-02-11,14378459,36982918,71.700
2019-02-11,14378470,36982947,11.110
2019-02-11,14378470,36982948,9.000
2019-02-11,14378470,36982949,45.290
2019-02-11,14378600,36983112,0.580
2019-02-11,14378600,36983113,0.810
2019-02-11,14378600,36983114,0.120
2019-02-11,14378600,36983115,1.990
2019-02-11,14378600,36983116,0.290
2019-02-11,14378600,36983117,0.120
2019-02-11,14378663,36983188,1.020
2019-02-11,14378663,36983189,0.990
2019-02-11,14378671,36983204,1.110
2019-02-11,14378671,36983205,0.990
2019-02-11,14378671,36983206,2.680
2019-02-11,14388573,36998173,4.000
2019-02-11,14388573,36998174,5.260
2019-02-11,14388573,36998175,5.450
2019-02-11,14388573,36998176,4.350
2019-02-11,14388573,36998177,3.680
2019-02-11,14388774,36998392,1.940
2019-02-11,14388774,36998393,1.050
2019-02-11,14388774,36998394,1.400
2019-02-11,14388774,36998395,1.010
2019-02-11,14388774,36998396,1.380
2019-02-11,14450374,37108856,4.920
2019-02-11,14450374,37108857,4.850
2019-02-11,14450374,37108858,22.460
2019-02-11,14450374,37108859,4.560
2019-02-11,14450374,37108860,3.430
2019-02-11,14450374,37108861,22.970
2019-02-11,14450385,37108872,13.410
2019-02-11,14450385,37108873,15.400
2019-02-11,14450385,37108874,16.000
2019-02-11,14450385,37108875,12.130
2019-02-11,14450407,37108897,0.310
2019-02-11,14450407,37108898,1.180
2019-02-11,14450407,37108899,1.460
2019-02-11,14450407,37108900,0.710
2019-02-11,14450407,37108901,0.820
2019-02-11,14450407,37108902,1.400
2019-02-11,14450450,37108958,2.430
2019-02-11,14450450,37108959,1.610
2019-02-11,14450450,37108960,3.030
2019-02-11,14450450,37108961,2.350
2019-02-11,14450450,37108962,3.270
2019-02-11,14450450,37108963,4.840
2019-02-11,14450455,37108979,4.960
2019-02-11,14450455,37108980,26.410
2019-02-11,14450455,37108981,8.280
2019-02-11,14450455,37108982,6.990
2019-02-11,14450478,37109008,0.540
2019-02-11,14450478,37109009,0.190
2019-02-11,14450478,37109010,0.580
2019-02-11,14450478,37109011,0.390
2019-02-11,14450478,37109012,0.210
2019-02-11,14450478,37109013,0.470
2019-02-11,14450494,37109041,0.130
2019-02-11,14450494,37109042,0.740
2019-02-11,14450494,37109043,1.170
2019-02-11,14450494,37109044,0.440
2019-02-11,14450541,37109155,12.250
2019-02-11,14450541,37109156,15.100
2019-02-11,14450541,37109157,12.250
2019-02-11,14450541,37109158,10.220
2019-02-11,14450551,37109185,6.280
2019-02-11,14450551,37109186,7.080
2019-02-11,14450551,37109187,6.180
2019-02-11,14450551,37109188,6.720
2019-02-11,14491781,37164973,0.000
2019-02-11,14491781,37164974,0.000
2019-02-11,14491781,37164975,0.000
2019-02-11,14491781,37164976,0.000
2019-02-11,14491781,37164977,0.000
2019-02-11,14491781,37164978,0.000
2019-02-11,14491781,37164979,0.000
2019-02-11,14491816,37165060,0.000
2019-02-11,14491816,37165061,0.000
2019-02-11,14491816,37165062,0.000
2019-02-11,14491816,37165063,0.000
2019-02-11,14491816,37165064,0.000
2019-02-11,14491816,37165065,0.000
2019-02-11,14491816,37165066,0.000
2019-02-11,14491998,37165366,0.000
2019-02-11,14491998,37165367,0.000
2019-02-11,14491998,37165368,0.000
2019-02-11,14491998,37165369,0.000
2019-02-11,14491998,37165370,0.000
2019-02-11,14491998,37165371,0.000
2019-02-11,14491998,37165372,0.000
2019-02-11,14492016,37165396,0.000
2019-02-11,14492016,37165397,0.000
2019-02-11,14492016,37165398,0.000
2019-02-11,14492016,37165399,0.000
2019-02-11,14492016,37165400,0.000
2019-02-11,14492016,37165401,0.000
2019-02-11,14492016,37165402,0.000
2019-02-11,14492047,37165455,0.000
2019-02-11,14492047,37165456,0.000
2019-02-11,14492047,37165457,0.000
2019-02-11,14492047,37165458,0.000
2019-02-11,14492267,37165904,0.000
2019-02-11,14492267,37165905,70.000
2019-02-11,14492267,37165906,0.000
2019-02-11,14492267,37165907,0.000
2019-02-11,14492267,37165908,0.000
2019-02-11,14492267,37165909,0.000
2019-02-11,14492330,37166037,0.000
2019-02-11,14492330,37166038,0.000
2019-02-11,14492330,37166039,0.000
2019-02-11,14492330,37166040,0.000
2019-02-11,14492330,37166041,0.000
2019-02-11,14492330,37166042,0.000
2019-02-11,14492373,37166144,0.000
2019-02-11,14492373,37166145,0.000
2019-02-11,14492373,37166146,0.000
2019-02-11,14492373,37166147,0.000
2019-02-11,14492373,37166148,210.000
2019-02-11,14492373,37166149,0.000
2019-02-11,14492410,37166220,0.000
2019-02-11,14492410,37166221,0.000
2019-02-11,14492410,37166222,204.200
2019-02-11,14492410,37166223,0.000
2019-02-11,14492410,37166224,0.000
2019-02-11,14492410,37166225,0.000
2019-02-11,14590882,37360216,10.590
2019-02-11,14590882,37360217,19.690
2019-02-11,14590882,37360218,6.220
2019-02-11,14590882,37360219,12.000
2019-02-11,14590957,37360379,1.200
2019-02-11,14590957,37360380,1.080
2019-02-11,14590957,37360381,2.480
2019-02-11,14590957,37360382,1.020
2019-02-11,14590975,37360428,7.740
2019-02-11,14590975,37360429,16.190
2019-02-11,14590975,37360430,6.040
2019-02-11,14590975,37360431,7.450
2019-02-11,14590982,37360453,2.970
2019-02-11,14590982,37360454,1.970
2019-02-11,14590982,37360455,0.890
2019-02-11,14590982,37360456,1.390
2019-02-11,14591101,37360699,3.750
2019-02-11,14591101,37360700,3.660
2019-02-11,14591101,37360701,3.000
2019-02-11,14591101,37360702,3.580
2019-02-11,14591124,37360743,3.080
2019-02-11,14591124,37360744,3.130
2019-02-11,14591124,37360745,2.030
2019-02-11,14591124,37360746,2.980
2019-02-11,14591210,37360943,1.010
2019-02-11,14591210,37360944,1.270
2019-02-11,14591210,37360945,1.720
2019-02-11,14591210,37360946,1.040
2019-02-11,14591235,37361011,0.430
2019-02-11,14591235,37361012,1.910
2019-02-11,14591235,37361013,0.850
2019-02-11,14591235,37361014,0.840
2019-02-11,14594232,37367050,0.910
2019-02-11,14594232,37367051,0.940
2019-02-11,14594232,37367052,1.460
2019-02-11,14594232,37367053,1.170
2019-02-11,14594232,37367054,0.530
2019-02-11,14594232,37367055,1.040
2019-02-11,14594241,37367071,1.630
2019-02-11,14594241,37367072,0.480
2019-02-11,14594241,37367073,1.310
2019-02-11,14594241,37367074,0.460
2019-02-11,14594241,37367075,0.430
2019-02-11,14594241,37367076,1.630
2019-02-11,14594298,37367175,8.210
2019-02-11,14594298,37367176,1.870
2019-02-11,14594298,37367177,1.660
2019-02-11,14594298,37367178,2.300
2019-02-11,14594298,37367179,2.640
2019-02-11,14594298,37367180,2.110
2019-02-11,14594306,37367203,8.820
2019-02-11,14594306,37367204,1.800
2019-02-11,14594306,37367205,1.410
2019-02-11,14594306,37367206,1.170
2019-02-11,14594306,37367207,1.630
2019-02-11,14594306,37367208,2.120
2019-02-11,14594395,37367425,1.610
2019-02-11,14594395,37367426,1.810
2019-02-11,14594395,37367427,1.480
2019-02-11,14594395,37367428,1.160
